Cluster ID,confidence_score,,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,canonical_,canonical_capacity,canonical_proptype,canonical_city,canonical_area,canonical_cartodb_id,canonical_censtract,canonical_uid,canonical_latitude,canonical_nta,canonical_pgtable,canonical_util,canonical_the_geom,canonical_overlevel,canonical_addressnum,canonical_dataname,canonical_facdomain,canonical_longitude,canonical_overagency,canonical_boro,canonical_facname,canonical_captype,canonical_opabbrev,canonical_facgroup,canonical_optype,canonical_dataurl,canonical_address,canonical_bin,canonical_datadate,canonical_ycoord,canonical_uid_merged,canonical_borocode,canonical_commboard,canonical_council,canonical_idagency,canonical_zipcode,canonical_opname,canonical_streetname,canonical_overabbrev,canonical_utilrate,canonical_idold,canonical_facsubgrp,canonical_factype,canonical_xcoord,canonical_bbl,canonical_datasource,canonical_areatype
2484,,2183,1545,0101000020E610000069FD2D01F87C52C02F89B3226A684440,9278,,,City College Campus- PS/IS 223,71,Convent Avenue,71 Convent Avenue,New York,Manhattan,1,10027.0,40.815739,-73.952637,997360.1334,236476.2678,1084067.0,1019570001.0,109.0,9,21703,MN06,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,,2184,1546,0101000020E610000036CEA623808052C0AED51EF6425B4440,7306,,,City Council,250,Broadway,250 Broadway,New York,Manhattan,1,10007.0,40.712981,-74.007821,982081.7111,199034.7147,1001408.0,1001240024.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of the Mayor,NYCMO,NYCMO: City,NYC Office of the Mayor,NYCMO,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,,2185,1548,0101000020E6100000BD8FA339B28052C0F65D11FC6F5B4440,4871,,,Office,75,Park Place,75 Park Place,New York,Manhattan,1,10007.0,40.714355,-74.010878,981234.4384,199535.4728,1001415.0,1001270018.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of Management and Budget,NYCOMB,NYCOMB: City,NYC Office of Management and Budget,NYCOMB,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,,2186,1549,0101000020E6100000015130630A6F52C043E4F4F57C5B4440,9642,,,Office,21901,Springfield Blvd,21901 Springfield Blvd,Queens Village,Queens,4,11429.0,40.714751,-73.735009,1057710.6086,199790.6652,4230907.0,4107730010.0,413.0,27,56800,QN34,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,,2187,1550,0101000020E61000009207228B347252C09B9141EE22584440,4753,,,Office,114-15,Guy R Brewer Boulevard,114-15 Guy R Brewer Boulevard,Jamaica,Queens,4,11434.0,40.688566,-73.784457,1044026.215,190213.1412,4267048.0,4123270008.0,412.0,27,27600,QN76,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,,2188,1551,0101000020E61000005B5D4E09887C52C0F0FD0DDAAB674440,10508,,,Multi-Service Center,127,West  127 Street,127 West  127 Street,New York,Manhattan,1,10027.0,40.809932,-73.945803,999253.0921,234361.8865,1057904.0,1019120012.0,110.0,9,22400,MN03,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Probation,NYCDOP,NYCDOP: City,NYC Department of Probation,NYCDOP,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,,2189,1552,0101000020E61000009207228B347252C09B9141EE22584440,4754,,,Office,114-15,Guy R Brewer Boulevard,114-15 Guy R Brewer Boulevard,Jamaica,Queens,4,11434.0,40.688566,-73.784457,1044026.215,190213.1412,4267048.0,4123270008.0,412.0,27,27600,QN76,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,,2190,1553,0101000020E6100000A4198BA6B37A52C04FE960FD9F574440,21078,,,Shirley Chisolm/Sco Family,69,Saratoga Avenue,69 Saratoga Avenue,Brooklyn,Brooklyn,3,11233.0,40.68457,-73.917215,1007210.1014,188694.4364,3040195.0,3014980006.0,316.0,41,37300,BK79,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Administration for Childrens Services,NYCACS,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,,2191,1554,0101000020E610000055867137888052C0CFA10C55315B4440,18707,,,Investigative Support Units,233,Broadway,233 Broadway,New York,Manhattan,1,10007.0,40.712443,-74.008314,981945.1895,198838.7777,1087167.0,1001237501.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Police Department,NYPD,NYPD: City,NYC Police Department,NYPD,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,,2192,1555,0101000020E6100000FA264D83A27C52C061376C5B94674440,9846,,,Harlem State Office Building,163,West  125 Street,163 West  125 Street,New York,Manhattan,1,10027.0,40.809215,-73.947419,998805.9028,234100.4494,1081602.0,1019100001.0,110.0,9,22200,MN11,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Borough President - Manhattan,NYCBP-MN,NYCBP-MN: City,NYC Borough President - Manhattan,NYCBP-MN,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,,2193,1556,0101000020E6100000CFF753E3A58052C08B506C054D5B4440,10401,,,100 Church Street,100,Church Steet,100 Church Steet,New York,Manhattan,1,10007.0,40.713288,-74.010125,981443.0716,199146.8334,1001409.0,1001250020.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Law Department,NYCLAW,NYCLAW: City,NYC Law Department,NYCLAW,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,,2194,1557,0101000020E61000008B187618937F52C03562669FC75E4440,14483,,,Library For The Blind,40,West   20 Street,40 West   20 Street,New York,Manhattan,1,10011.0,40.740467,-73.993353,986092.0674,209048.6643,1076145.0,1008217501.0,105.0,3,5400,MN13,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,New York Public Library,NYPL,Non-public Oversight,New York Public Library,NYPL,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,,2195,1558,0101000020E61000009207228B347252C09B9141EE22584440,4752,,,Office,114-15,Guy R Brewer Boulevard,114-15 Guy R Brewer Boulevard,Jamaica,Queens,4,11434.0,40.688566,-73.784457,1044026.215,190213.1412,4267048.0,4123270008.0,412.0,27,27600,QN76,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,Metropolitan Transportation Authority,MTA,MTA: State,Metropolitan Transportation Authority,MTA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,,2196,1559,0101000020E6100000B308C556D07952C0378AAC3594624440,7085,,,Office,45-02,Ditmars Boulevard,45-02 Ditmars Boulevard,Astoria,Queens,4,11105.0,40.770148,-73.903341,1011023.4315,219877.2321,4014554.0,4007697501.0,401.0,22,13700,QN72,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Queens Community Board 1,NYCCB401,NYCCB401: City,NYC Queens Community Board 1,NYCCB401,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,,2197,1560,0101000020E6100000CFF753E3A58052C08B506C054D5B4440,10390,,,100 Church Street,100,Church Street,100 Church Street,New York,Manhattan,1,10007.0,40.713288,-74.010125,981443.0716,199146.8334,1001409.0,1001250020.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of Administrative Trials and Hearings,NYCOATH,NYCOATH: City,NYC Office of Administrative Trials and Hearings,NYCOATH,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,,2198,1562,0101000020E6100000BD8FA339B28052C0F65D11FC6F5B4440,4872,,,Office,75,Park Place,75 Park Place,New York,Manhattan,1,10007.0,40.714355,-74.010878,981234.4384,199535.4728,1001415.0,1001270018.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Information Technology and Telecommunications,NYCDOITT,NYCDOITT: City,NYC Department of Information Technology and Telecommunications,NYCDOITT,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,,2199,1563,0101000020E6100000EBABAB02B57352C0C652245F095A4440,1850,,,Queens Civil Court,89-19,Sutphin Boulevard,89-19 Sutphin Boulevard,Jamaica,Queens,4,11435.0,40.703411,-73.807923,1037506.4054,195606.4091,4448759.0,4096800001.0,412.0,24,24000,QN61,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Owned,Public,NYC Office of the City Clerk,NYCCLERK,NYCCLERK: City,NYC Office of the City Clerk,NYCCLERK,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,,2200,1564,0101000020E6100000B891B245D27152C07BF8325184584440,7201,,,Eagle Academy For Young Men,114-10,172 Street,114-10 172 Street,Jamaica,Queens,4,11434.0,40.691538,-73.778459,1045686.9344,191300.0825,4268543.0,4123930001.0,412.0,27,43200,QN08,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,,2201,1565,0101000020E6100000215A2BDA1C7C52C065A71FD445564440,20337,,,Albany Neighborhood Sc,196,Albany Avenue,196 Albany Avenue,Brooklyn,Brooklyn,3,11213.0,40.674006,-73.939261,1001098.3732,184840.7922,3031082.0,3012300044.0,308.0,36,34300,BK61,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department for the Aging,NYCDFTA,NYCDFTA: City,NYC Department for the Aging,NYCDFTA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,,2202,1566,0101000020E6100000BE4EEACBD27152C008008E3D7B584440,1877,,,Eagle Academy For Young Men,114-19,Merrick Boulevard,114-19 Merrick Boulevard,Jamaica,Queens,4,11434.0,40.691261,-73.778491,1045678.1984,191199.0978,4268557.0,4123930054.0,412.0,27,43200,QN08,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,,2203,1567,0101000020E6100000F2B6D26BB37352C00C40A374E9594440,21335,,,Office,9015-27,Sutphin Boulevard,9015-27 Sutphin Boulevard,Jamaica,Queens,4,11435.0,40.702437,-73.807826,1037534.2603,195251.6927,4206784.0,4096770007.0,412.0,24,24000,QN61,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,,2204,1568,0101000020E6100000D026874F3A7052C01478279F1E4D4440,550,,,Far Rockaway Teen Annex,1019,Beacon Place,1019 Beacon Place,Far Rockaway,Queens,4,11691.0,40.602497,-73.753559,1052683.2834,158878.3996,4588563.0,4157040001.0,414.0,31,100802,QN15,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,Queens Public Library,QPL,Non-public Oversight,Queens Public Library,QPL,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,0.787735164165,2205,1569,0101000020E6100000C8CEDBD8EC7E52C02579AEEFC3614440,13243,,,Office,1697,Broadway,1697 Broadway,New York,Manhattan,1,10019.0,40.763792,-73.983206,988902.2231,217547.1144,1024838.0,1010250043.0,105.0,3,13100,MN17,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of the Mayor,NYCMO,NYCMO: City,NYC Office of the Mayor,NYCMO,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,b'652',b'',b'city owned',b'bronx',b'',b'15',b'38100',b'2205',b'40.852643',b'bx41',b'dcas_facilities_colp',b'',b'0101000020e6100000cf11f92ea57952c0e814e467236d4440',b'nypd: city',b'250',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.900707',b'nyc police department',b'bronx',b'46 pct off-street parking',b'',b'nypd',"b'city agency parking, maintenance, and storage'",b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'250 east 180 street',b'',b'nycdcas: 2016-10-20',b'249933.9999',b'',b'2',b'205.0',b'15',b'',b'10457.0',b'nyc police department',b'east 180 street',b'nypd',b'',b'',b'city agency parking',b'outdoor parking',b'1011718.9998',b'2031490037.0',b'nycdcas',b''
2506,,2206,1570,0101000020E610000036CEA623808052C0AED51EF6425B4440,7304,,,City Council,250,Broadway,250 Broadway,New York,Manhattan,1,10007.0,40.712981,-74.007821,982081.7111,199034.7147,1001408.0,1001240024.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC City Council,NYCCOUNCIL,NYCCOUNCIL: City,NYC City Council,NYCCOUNCIL,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,,2207,1571,0101000020E6100000F04E3E3DB67352C058C6866EF6594440,1839,,,Office,90-01,Sutphin Boulevard,90-01 Sutphin Boulevard,Jamaica,Queens,4,11435.0,40.702833,-73.807998,1037486.0814,195395.8725,4206785.0,4096770016.0,412.0,24,24000,QN61,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,,2208,1572,0101000020E61000001DE56036017A52C0B7EBA529025E4440,28363,,,Agency Parking/Sanitation,57-02,59 Street,57-02 59 Street,Maspeth,Queens,4,11378.0,40.734441,-73.906324,1010210.9999,206867.0,,,402.0,30,24300,QN50,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Sanitation,NYCDSNY,NYCDSNY: City,NYC Department of Sanitation,NYCDSNY,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,,2209,1573,0101000020E6100000B39AAE27BA7F52C0C617EDF1425E4440,5517,,,Office,34,West   14 Street,34 West   14 Street,New York,Manhattan,1,10011.0,40.736418,-73.995737,985431.4484,207573.6538,1009713.0,1005770019.0,102.0,3,6300,MN23,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,,2210,1574,0101000020E610000097E13FDD407F52C032CC09DAE4624440,15804,,,Office,227,West   61 Street,227 West   61 Street,New York,Manhattan,1,10023.0,40.772609,-73.988334,987481.2248,220759.1546,1030328.0,1011540108.0,107.0,6,15100,MN14,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,,2211,1575,0101000020E6100000CEFBFF38617352C06F8099EFE0594440,18516,,,Family Court,15102-04,Jamaica Avenue,15102-04 Jamaica Avenue,Jamaica,Queens,4,11433.0,40.702177,-73.802809,1038925.4653,195160.1264,4438731.0,4100930001.0,412.0,27,24000,QN61,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Owned,Non-public,Non-public,Non-public,Non-public Oversight,Non-public,Non-public,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,,2212,1576,0101000020E610000036CEA623808052C0AED51EF6425B4440,7307,,,City Council,250,Broadway,250 Broadway,New York,Manhattan,1,10007.0,40.712981,-74.007821,982081.7111,199034.7147,1001408.0,1001240024.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of Labor Relations,NYCOLR,NYCOLR: City,NYC Office of Labor Relations,NYCOLR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,,2213,1577,0101000020E61000004E7E8B4E967B52C0A3586E6935604440,10847,,,Materials For The Arts,33-00,Northern Boulevard,33-00 Northern Boulevard,Long Island City,Queens,4,11101.0,40.75163,-73.931049,1003354.071,213123.4256,4003105.0,4002140210.0,401.0,26,17100,QN31,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Office of Court Administration,NYCOCA,NYCOCA: City,NYC Office of Court Administration,NYCOCA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,,2214,1578,0101000020E610000026361FD7868052C0E146CA16495B4440,11813,,,Office,11,Park Place,11 Park Place,New York,Manhattan,1,10007.0,40.713168,-74.00823,981968.4633,199102.8029,1001399.0,1001240004.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Department of Buildings,NYCDOB,NYCDOB: City,NYC Department of Buildings,NYCDOB,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,,2215,1579,0101000020E6100000FA264D83A27C52C061376C5B94674440,9849,,,Harlem State Office Building,163,West  125 Street,163 West  125 Street,New York,Manhattan,1,10027.0,40.809215,-73.947419,998805.9028,234100.4494,1081602.0,1019100001.0,110.0,9,22200,MN11,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC District Attorney - Manhattan,NYCDA-MN,NYCDA-MN: City,NYC District Attorney - Manhattan,NYCDA-MN,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,,2216,1580,0101000020E610000036CEA623808052C0AED51EF6425B4440,7303,,,City Council,250,Broadway,250 Broadway,New York,Manhattan,1,10007.0,40.712981,-74.007821,982081.7111,199034.7147,1001408.0,1001240024.0,101.0,1,2100,MN24,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Board of Standards and Appeals,NYCBSA,NYCBSA: City,NYC Board of Standards and Appeals,NYCBSA,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,,2217,1581,0101000020E61000004C8E3BA5837B52C0BFD53A7139604440,9565,,,Qns Employment Eligibility Ctr,33-28,Northern Boulevard,33-28 Northern Boulevard,Long Island City,Queens,4,11101.0,40.751753,-73.92991,1003669.5435,213168.3194,4461879.0,4002140240.0,401.0,26,17100,QN31,Administration of Government,"Offices, Training, and Testing",Offices,Office,,,,,,,City Leased,Public,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
